14:20:01 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./results, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
14:20:01 [ultranest] [INFO] Sampling 400 live points from prior ...
14:20:01 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
14:20:01 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
14:20:01 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
14:20:01 [ultranest] [INFO] Explored until L=0.04  
14:20:01 [ultranest] [INFO] Likelihood function evaluations: 400
14:20:01 [ultranest] [INFO] Writing samples and results to disk ...
14:20:01 [ultranest] [INFO] Writing samples and results to disk ... done
14:20:01 [ultranest] [DEBUG] did a run_iter pass!
14:20:01 [ultranest] [INFO]   logZ = 0.01422 +- 0.0001342
14:20:01 [ultranest] [INFO] Effective samples strategy wants to improve: 0.01..0.04 (ESS = 400.0, need >400)
14:20:01 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.46+-0.05 nat, need <0.50 nat)
14:20:01 [ultranest] [DEBUG]   conservative estimate says at least 40 live points are needed to reach dlogz goal
14:20:01 [ultranest] [DEBUG]   number of live points vary between 1 and inf, most (69/129 iterations) have 1
14:20:01 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:20:01 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:20:01 [ultranest] [INFO] Widening from 1 to 800 live points before L=0.01...
14:20:01 [ultranest] [INFO] parent value is -inf, so widening roots
14:20:01 [ultranest] [INFO] Widening roots to 800 live points (have 400 already) ...
14:20:01 [ultranest] [INFO] Sampling 400 live points from prior ...
14:20:01 [ultranest] [INFO] Exploring (in particular: L=-inf..0.04) ...
14:20:01 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 800.0), (0.037822363585210426, 800.0), (inf, 400.0)]
14:20:01 [ultranest] [DEBUG] iteration=0, ncalls=837, regioncalls=0, ndraw=128, logz=-inf, remainder_fraction=100.0000%, Lmin=0.01, Lmax=0.04
14:20:43 [ultranest] [DEBUG] iteration=3578, ncalls=134989, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.1680%, Lmin=0.03, Lmax=0.04
14:20:43 [ultranest] [DEBUG] iteration=3580, ncalls=135061, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.1651%, Lmin=0.03, Lmax=0.04
14:20:43 [ultranest] [DEBUG] iteration=3587, ncalls=135308, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.1550%, Lmin=0.03, Lmax=0.04
14:20:43 [ultranest] [DEBUG] iteration=3596, ncalls=135649, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.1421%, Lmin=0.03, Lmax=0.04
14:20:43 [ultranest] [DEBUG] iteration=3600, ncalls=135818, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.1365%, Lmin=0.03, Lmax=0.04
14:20:43 [ultranest] [DEBUG] iteration=3609, ncalls=136168, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.1238%, Lmin=0.03, Lmax=0.04
14:20:43 [ultranest] [DEBUG] iteration=3619, ncalls=136550, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.1099%, Lmin=0.03, Lmax=0.04
14:20:43 [ultranest] [DEBUG] iteration=3629, ncalls=136899, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.0961%, Lmin=0.03, Lmax=0.04
14:20:43 [ultranest] [DEBUG] iteration=3638, ncalls=137249, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.0839%, Lmin=0.03, Lmax=0.04
14:20:43 [ultranest] [DEBUG] iteration=3640, ncalls=137310, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.0812%, Lmin=0.03, Lmax=0.04
14:20:43 [ultranest] [DEBUG] iteration=3649, ncalls=137651, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.0692%, Lmin=0.03, Lmax=0.04
14:20:44 [ultranest] [DEBUG] iteration=3658, ncalls=137995, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.0572%, Lmin=0.03, Lmax=0.04
14:20:44 [ultranest] [DEBUG] iteration=3667, ncalls=138352, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.0455%, Lmin=0.03, Lmax=0.04
14:20:44 [ultranest] [DEBUG] iteration=3677, ncalls=138733, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.0325%, Lmin=0.03, Lmax=0.04
14:20:44 [ultranest] [DEBUG] iteration=3680, ncalls=138857, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.0287%, Lmin=0.03, Lmax=0.04
14:20:44 [ultranest] [DEBUG] iteration=3690, ncalls=139219, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.0159%, Lmin=0.03, Lmax=0.04
14:20:44 [ultranest] [DEBUG] iteration=3699, ncalls=139572, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=1.0046%, Lmin=0.03, Lmax=0.04
14:20:44 [ultranest] [DEBUG] iteration=3708, ncalls=139939, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=0.9934%, Lmin=0.03, Lmax=0.04
14:20:44 [ultranest] [DEBUG] iteration=3717, ncalls=140296, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=0.9823%, Lmin=0.03, Lmax=0.04
14:20:44 [ultranest] [DEBUG] iteration=3720, ncalls=140419, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=0.9786%, Lmin=0.03, Lmax=0.04
14:20:44 [ultranest] [DEBUG] iteration=3729, ncalls=140757, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=0.9677%, Lmin=0.03, Lmax=0.04
14:20:44 [ultranest] [DEBUG] iteration=3738, ncalls=141117, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=0.9569%, Lmin=0.03, Lmax=0.04
14:20:45 [ultranest] [DEBUG] iteration=3746, ncalls=141452, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=0.9474%, Lmin=0.03, Lmax=0.04
14:20:45 [ultranest] [DEBUG] iteration=3755, ncalls=141826, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=0.9369%, Lmin=0.03, Lmax=0.04
14:20:45 [ultranest] [DEBUG] iteration=3760, ncalls=142013, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=0.9311%, Lmin=0.03, Lmax=0.04
14:20:45 [ultranest] [DEBUG] iteration=3769, ncalls=142359, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=0.9207%, Lmin=0.03, Lmax=0.04
14:20:45 [ultranest] [DEBUG] iteration=3778, ncalls=142710, regioncalls=0, ndraw=128, logz=0.00, remainder_fraction=0.9104%, Lmin=0.03, Lmax=0.04
14:20:45 [ultranest] [DEBUG] iteration=3787, ncalls=143088, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.9002%, Lmin=0.03, Lmax=0.04
14:20:45 [ultranest] [DEBUG] iteration=3796, ncalls=143430, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.8902%, Lmin=0.03, Lmax=0.04
14:20:45 [ultranest] [DEBUG] iteration=3800, ncalls=143585, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.8858%, Lmin=0.03, Lmax=0.04
14:20:45 [ultranest] [DEBUG] iteration=3809, ncalls=143967, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.8759%, Lmin=0.03, Lmax=0.04
14:20:45 [ultranest] [DEBUG] iteration=3818, ncalls=144316, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.8661%, Lmin=0.03, Lmax=0.04
14:20:46 [ultranest] [DEBUG] iteration=3827, ncalls=144667, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.8565%, Lmin=0.03, Lmax=0.04
14:20:46 [ultranest] [DEBUG] iteration=3836, ncalls=145034, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.8469%, Lmin=0.03, Lmax=0.04
14:20:46 [ultranest] [DEBUG] iteration=3840, ncalls=145204, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.8427%, Lmin=0.03, Lmax=0.04
14:20:46 [ultranest] [DEBUG] iteration=3848, ncalls=145552, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.8343%, Lmin=0.03, Lmax=0.04
14:20:46 [ultranest] [DEBUG] iteration=3857, ncalls=145912, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.8250%, Lmin=0.04, Lmax=0.04
14:20:46 [ultranest] [DEBUG] iteration=3866, ncalls=146269, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.8158%, Lmin=0.04, Lmax=0.04
14:20:46 [ultranest] [DEBUG] iteration=3875, ncalls=146635, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.8067%, Lmin=0.04, Lmax=0.04
14:20:46 [ultranest] [DEBUG] iteration=3880, ncalls=146858, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.8017%, Lmin=0.04, Lmax=0.04
14:20:46 [ultranest] [DEBUG] iteration=3889, ncalls=147241, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.7928%, Lmin=0.04, Lmax=0.04
14:20:46 [ultranest] [DEBUG] iteration=3898, ncalls=147588, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.7839%, Lmin=0.04, Lmax=0.04
14:20:47 [ultranest] [DEBUG] iteration=3907, ncalls=147918, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.7752%, Lmin=0.04, Lmax=0.04
14:20:47 [ultranest] [DEBUG] iteration=3916, ncalls=148289, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.7666%, Lmin=0.04, Lmax=0.04
14:20:47 [ultranest] [DEBUG] iteration=3920, ncalls=148427, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.7627%, Lmin=0.04, Lmax=0.04
14:20:47 [ultranest] [DEBUG] iteration=3928, ncalls=148769, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.7552%, Lmin=0.04, Lmax=0.04
14:20:47 [ultranest] [DEBUG] iteration=3938, ncalls=149133, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.7458%, Lmin=0.04, Lmax=0.04
14:20:47 [ultranest] [DEBUG] iteration=3947, ncalls=149467, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.7375%, Lmin=0.04, Lmax=0.04
14:20:47 [ultranest] [DEBUG] iteration=3956, ncalls=149793, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.7292%, Lmin=0.04, Lmax=0.04
14:20:47 [ultranest] [DEBUG] iteration=3960, ncalls=149955, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.7256%, Lmin=0.04, Lmax=0.04
14:20:47 [ultranest] [DEBUG] iteration=3969, ncalls=150281, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.7175%, Lmin=0.04, Lmax=0.04
14:20:47 [ultranest] [DEBUG] iteration=3978, ncalls=150625, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.7095%, Lmin=0.04, Lmax=0.04
14:20:47 [ultranest] [DEBUG] iteration=3988, ncalls=151006, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.7007%, Lmin=0.04, Lmax=0.04
14:20:48 [ultranest] [DEBUG] iteration=3997, ncalls=151351, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.6929%, Lmin=0.04, Lmax=0.04
14:20:48 [ultranest] [DEBUG] iteration=4000, ncalls=151461, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.6903%, Lmin=0.04, Lmax=0.04
14:20:48 [ultranest] [DEBUG] iteration=4009, ncalls=151811, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.6826%, Lmin=0.04, Lmax=0.04
14:20:48 [ultranest] [DEBUG] iteration=4018, ncalls=152173, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.6750%, Lmin=0.04, Lmax=0.04
14:20:48 [ultranest] [DEBUG] iteration=4027, ncalls=152558, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.6675%, Lmin=0.04, Lmax=0.04
14:20:48 [ultranest] [DEBUG] iteration=4037, ncalls=152934, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.6592%, Lmin=0.04, Lmax=0.04
14:20:48 [ultranest] [DEBUG] iteration=4040, ncalls=153062, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.6567%, Lmin=0.04, Lmax=0.04
14:20:48 [ultranest] [DEBUG] iteration=4050, ncalls=153423, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.6486%, Lmin=0.04, Lmax=0.04
14:20:48 [ultranest] [DEBUG] iteration=4060, ncalls=153768, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.6406%, Lmin=0.04, Lmax=0.04
14:20:48 [ultranest] [DEBUG] iteration=4069, ncalls=154104, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.6334%, Lmin=0.04, Lmax=0.04
14:20:49 [ultranest] [DEBUG] iteration=4078, ncalls=154474, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.6263%, Lmin=0.04, Lmax=0.04
14:20:49 [ultranest] [DEBUG] iteration=4080, ncalls=154552, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.6248%, Lmin=0.04, Lmax=0.04
14:20:49 [ultranest] [DEBUG] iteration=4089, ncalls=154895, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.6178%, Lmin=0.04, Lmax=0.04
14:20:49 [ultranest] [DEBUG] iteration=4097, ncalls=155186, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.6117%, Lmin=0.04, Lmax=0.04
14:20:49 [ultranest] [DEBUG] iteration=4106, ncalls=155548, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.6048%, Lmin=0.04, Lmax=0.04
14:20:49 [ultranest] [DEBUG] iteration=4115, ncalls=155896, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5981%, Lmin=0.04, Lmax=0.04
14:20:49 [ultranest] [DEBUG] iteration=4117, ncalls=155953, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5966%, Lmin=0.04, Lmax=0.04
14:20:49 [ultranest] [DEBUG] iteration=4120, ncalls=156063, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5944%, Lmin=0.04, Lmax=0.04
14:20:49 [ultranest] [DEBUG] iteration=4128, ncalls=156423, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5885%, Lmin=0.04, Lmax=0.04
14:20:49 [ultranest] [DEBUG] iteration=4138, ncalls=156792, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5812%, Lmin=0.04, Lmax=0.04
14:20:49 [ultranest] [DEBUG] iteration=4147, ncalls=157146, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5747%, Lmin=0.04, Lmax=0.04
14:20:49 [ultranest] [DEBUG] iteration=4156, ncalls=157487, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5683%, Lmin=0.04, Lmax=0.04
14:20:50 [ultranest] [DEBUG] iteration=4160, ncalls=157621, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5654%, Lmin=0.04, Lmax=0.04
14:20:50 [ultranest] [DEBUG] iteration=4169, ncalls=157997, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5591%, Lmin=0.04, Lmax=0.04
14:20:50 [ultranest] [DEBUG] iteration=4178, ncalls=158372, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5529%, Lmin=0.04, Lmax=0.04
14:20:50 [ultranest] [DEBUG] iteration=4187, ncalls=158736, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5467%, Lmin=0.04, Lmax=0.04
14:20:50 [ultranest] [DEBUG] iteration=4196, ncalls=159087, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5406%, Lmin=0.04, Lmax=0.04
14:20:50 [ultranest] [DEBUG] iteration=4200, ncalls=159240, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5379%, Lmin=0.04, Lmax=0.04
14:20:50 [ultranest] [DEBUG] iteration=4209, ncalls=159595, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5319%, Lmin=0.04, Lmax=0.04
14:20:50 [ultranest] [DEBUG] iteration=4218, ncalls=159979, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5260%, Lmin=0.04, Lmax=0.04
14:20:50 [ultranest] [DEBUG] iteration=4227, ncalls=160354, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5201%, Lmin=0.04, Lmax=0.04
14:20:50 [ultranest] [DEBUG] iteration=4236, ncalls=160706, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5143%, Lmin=0.04, Lmax=0.04
14:20:50 [ultranest] [DEBUG] iteration=4240, ncalls=160838, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5117%, Lmin=0.04, Lmax=0.04
14:20:51 [ultranest] [DEBUG] iteration=4248, ncalls=161166, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5066%, Lmin=0.04, Lmax=0.04
14:20:51 [ultranest] [DEBUG] iteration=4256, ncalls=161514, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.5016%, Lmin=0.04, Lmax=0.04
14:20:51 [ultranest] [DEBUG] iteration=4265, ncalls=161844, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4960%, Lmin=0.04, Lmax=0.04
14:20:51 [ultranest] [DEBUG] iteration=4274, ncalls=162221, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4905%, Lmin=0.04, Lmax=0.04
14:20:51 [ultranest] [DEBUG] iteration=4280, ncalls=162470, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4868%, Lmin=0.04, Lmax=0.04
14:20:51 [ultranest] [DEBUG] iteration=4289, ncalls=162821, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4814%, Lmin=0.04, Lmax=0.04
14:20:51 [ultranest] [DEBUG] iteration=4296, ncalls=163074, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4772%, Lmin=0.04, Lmax=0.04
14:20:51 [ultranest] [DEBUG] iteration=4304, ncalls=163412, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4724%, Lmin=0.04, Lmax=0.04
14:20:51 [ultranest] [DEBUG] iteration=4313, ncalls=163776, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4672%, Lmin=0.04, Lmax=0.04
14:20:51 [ultranest] [DEBUG] iteration=4320, ncalls=164059, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4631%, Lmin=0.04, Lmax=0.04
14:20:52 [ultranest] [DEBUG] iteration=4329, ncalls=164417, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4579%, Lmin=0.04, Lmax=0.04
14:20:52 [ultranest] [DEBUG] iteration=4338, ncalls=164775, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4528%, Lmin=0.04, Lmax=0.04
14:20:52 [ultranest] [DEBUG] iteration=4348, ncalls=165168, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4472%, Lmin=0.04, Lmax=0.04
14:20:52 [ultranest] [DEBUG] iteration=4358, ncalls=165525, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4416%, Lmin=0.04, Lmax=0.04
14:20:52 [ultranest] [DEBUG] iteration=4360, ncalls=165603, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4405%, Lmin=0.04, Lmax=0.04
14:20:52 [ultranest] [DEBUG] iteration=4368, ncalls=165930, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4362%, Lmin=0.04, Lmax=0.04
14:20:52 [ultranest] [DEBUG] iteration=4376, ncalls=166278, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4318%, Lmin=0.04, Lmax=0.04
14:20:52 [ultranest] [DEBUG] iteration=4385, ncalls=166617, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4270%, Lmin=0.04, Lmax=0.04
14:20:52 [ultranest] [DEBUG] iteration=4394, ncalls=166963, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4222%, Lmin=0.04, Lmax=0.04
14:20:52 [ultranest] [DEBUG] iteration=4400, ncalls=167220, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4191%, Lmin=0.04, Lmax=0.04
14:20:52 [ultranest] [DEBUG] iteration=4409, ncalls=167575, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4144%, Lmin=0.04, Lmax=0.04
14:20:53 [ultranest] [DEBUG] iteration=4418, ncalls=167930, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4098%, Lmin=0.04, Lmax=0.04
14:20:53 [ultranest] [DEBUG] iteration=4428, ncalls=168295, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4047%, Lmin=0.04, Lmax=0.04
14:20:53 [ultranest] [DEBUG] iteration=4437, ncalls=168641, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.4002%, Lmin=0.04, Lmax=0.04
14:20:53 [ultranest] [DEBUG] iteration=4440, ncalls=168753, regioncalls=0, ndraw=128, logz=0.01, remainder_fraction=0.3987%, Lmin=0.04, Lmax=0.04
14:20:53 [ultranest] [INFO] Explored until L=0.04  
14:20:53 [ultranest] [INFO] Likelihood function evaluations: 168996
14:20:54 [ultranest] [INFO] Writing samples and results to disk ...
14:20:54 [ultranest] [INFO] Writing samples and results to disk ... done
14:20:54 [ultranest] [DEBUG] did a run_iter pass!
14:20:54 [ultranest] [INFO]   logZ = 0.0141 +- 3.646e-05
14:20:54 [ultranest] [INFO] Effective samples strategy satisfied (ESS = 1602.7, need >400)
14:20:54 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.46+-0.06 nat, need <0.50 nat)
14:20:54 [ultranest] [INFO] Evidency uncertainty strategy is satisfied (dlogz=0.00, need <0.5)
14:20:54 [ultranest] [INFO]   logZ error budget: single: 0.00 bs:0.00 tail:0.00 total:0.00 required:<0.50
14:20:54 [ultranest] [INFO] done iterating.
14:20:54 [ultranest] [DEBUG] Making run plot ... 
14:20:55 [ultranest] [DEBUG] Making run plot ... done
14:20:55 [ultranest] [DEBUG] Making corner plot ...
14:20:55 [ultranest] [DEBUG] Making corner plot ... done
14:20:58 [ultranest] [DEBUG] ReactiveNestedSampler: dims=2+0, resume=False, log_dir=./results, backend=hdf5, vectorized=True, nbootstraps=30, ndraw=128..65536
14:20:58 [ultranest] [INFO] Sampling 400 live points from prior ...
14:20:58 [ultranest] [DEBUG] run_iter dlogz=0.5, dKL=0.5, frac_remain=0.01, Lepsilon=0.1000, min_ess=400
14:20:58 [ultranest] [DEBUG] max_iters=-1, max_ncalls=-1, max_num_improvement_loops=-1, min_num_live_points=400, cluster_num_live_points=40
14:20:58 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 400.0), (inf, 400.0)]
14:20:58 [ultranest] [INFO] Explored until L=0.1  
14:20:58 [ultranest] [INFO] Likelihood function evaluations: 400
14:20:58 [ultranest] [INFO] Writing samples and results to disk ...
14:20:58 [ultranest] [INFO] Writing samples and results to disk ... done
14:20:58 [ultranest] [DEBUG] did a run_iter pass!
14:20:58 [ultranest] [INFO]   logZ = 0.1031 +- 0.0001678
14:20:58 [ultranest] [INFO] Effective samples strategy wants to improve: 0.10..0.12 (ESS = 400.0, need >400)
14:20:58 [ultranest] [INFO] Posterior uncertainty strategy is satisfied (KL: 0.46+-0.05 nat, need <0.50 nat)
14:20:58 [ultranest] [DEBUG]   conservative estimate says at least 40 live points are needed to reach dlogz goal
14:20:58 [ultranest] [DEBUG]   number of live points vary between 1 and inf, most (60/114 iterations) have 1
14:20:58 [ultranest] [INFO] Evidency uncertainty strategy wants 40 minimum live points (dlogz from 0.00 to 0.00, need <0.5)
14:20:58 [ultranest] [INFO]   logZ error budget: single: inf bs:0.00 tail:0.69 total:0.69 required:<0.50
14:20:58 [ultranest] [INFO] Widening from 1 to 800 live points before L=0.1...
14:20:58 [ultranest] [INFO] parent value is -inf, so widening roots
14:20:58 [ultranest] [INFO] Widening roots to 800 live points (have 400 already) ...
14:20:58 [ultranest] [INFO] Sampling 400 live points from prior ...
14:20:58 [ultranest] [INFO] Exploring (in particular: L=-inf..0.12) ...
14:20:58 [ultranest] [DEBUG] minimal_widths_sequence: [(-inf, 800.0), (0.12087953467179689, 800.0), (inf, 400.0)]
14:20:58 [ultranest] [DEBUG] iteration=0, ncalls=836, regioncalls=0, ndraw=128, logz=-inf, remainder_fraction=100.0000%, Lmin=0.10, Lmax=0.12
14:20:58 [ultranest] [DEBUG] iteration=9, ncalls=1182, regioncalls=0, ndraw=128, logz=-4.39, remainder_fraction=98.8825%, Lmin=0.10, Lmax=0.12
14:20:58 [ultranest] [DEBUG] iteration=21, ncalls=1559, regioncalls=0, ndraw=128, logz=-3.55, remainder_fraction=97.4119%, Lmin=0.10, Lmax=0.12
14:20:59 [ultranest] [DEBUG] iteration=33, ncalls=1907, regioncalls=0, ndraw=128, logz=-3.11, remainder_fraction=95.9631%, Lmin=0.10, Lmax=0.12
14:20:59 [ultranest] [DEBUG] iteration=40, ncalls=2115, regioncalls=0, ndraw=128, logz=-2.92, remainder_fraction=95.1280%, Lmin=0.10, Lmax=0.12
14:20:59 [ultranest] [DEBUG] iteration=52, ncalls=2454, regioncalls=0, ndraw=128, logz=-2.66, remainder_fraction=93.7132%, Lmin=0.10, Lmax=0.12
14:20:59 [ultranest] [DEBUG] iteration=65, ncalls=2803, regioncalls=0, ndraw=128, logz=-2.45, remainder_fraction=92.2042%, Lmin=0.10, Lmax=0.12
14:20:59 [ultranest] [DEBUG] iteration=77, ncalls=3142, regioncalls=0, ndraw=128, logz=-2.29, remainder_fraction=90.8327%, Lmin=0.10, Lmax=0.12
14:20:59 [ultranest] [DEBUG] iteration=80, ncalls=3225, regioncalls=0, ndraw=128, logz=-2.25, remainder_fraction=90.4932%, Lmin=0.10, Lmax=0.12
14:20:59 [ultranest] [DEBUG] iteration=92, ncalls=3575, regioncalls=0, ndraw=128, logz=-2.12, remainder_fraction=89.1472%, Lmin=0.10, Lmax=0.12
14:20:59 [ultranest] [DEBUG] iteration=105, ncalls=3925, regioncalls=0, ndraw=128, logz=-1.99, remainder_fraction=87.7117%, Lmin=0.10, Lmax=0.12
14:20:59 [ultranest] [DEBUG] iteration=117, ncalls=4268, regioncalls=0, ndraw=128, logz=-1.89, remainder_fraction=86.4070%, Lmin=0.10, Lmax=0.12
14:20:59 [ultranest] [DEBUG] iteration=120, ncalls=4352, regioncalls=0, ndraw=128, logz=-1.87, remainder_fraction=86.0839%, Lmin=0.10, Lmax=0.12
14:20:59 [ultranest] [DEBUG] iteration=132, ncalls=4701, regioncalls=0, ndraw=128, logz=-1.78, remainder_fraction=84.8034%, Lmin=0.10, Lmax=0.12
14:20:59 [ultranest] [DEBUG] iteration=144, ncalls=5036, regioncalls=0, ndraw=128, logz=-1.70, remainder_fraction=83.5422%, Lmin=0.10, Lmax=0.12
14:21:00 [ultranest] [DEBUG] iteration=154, ncalls=5358, regioncalls=0, ndraw=128, logz=-1.64, remainder_fraction=82.5057%, Lmin=0.10, Lmax=0.12
